year,manufacturer,make,make/model,thefts,production,rate,type
2008,VOLVO,VOLVO,V 50,1,1875,0.53,Car
2006,MAZDA,MAZDA,mx-5 miata,11,20688,0.53,Car
2004,NISSAN,INFINITI,FX45,2,3762,0.53,MPV
2013,HYUNDAI,HYUNDAI,tucson,30,56509,0.53,MPV
2014,CHRYSLER,JEEP,CHEROKEE,84,158441,0.53,MPV
2011,CHRYSLER,DODGE,JOURNEY,17,0,0.53,MPV
2005,FORD MOTOR CO,FORD,FREESTYLE,40,75643,0.53,MPV
2014,FORD MOTOR CO,LINCOLN,MKX,9,17058,0.53,MPV
2005,HONDA,HONDA,odyssey van,85,161742,0.53,MPV
2005,FORD MOTOR CO,FORD,GT,1,1907,0.52,Car
2007,MAZDA,MAZDA,mx-5 miata,7,13353,0.52,Car
2011,VOLKSWAGEN,VOLKSWAGEN,eos,1,0,0.52,Car
2009,VOLKSWAGEN,VOLKSWAGEN,eos,5,9562,0.52,Car
2013,HONDA,HONDA,civic,189,361723,0.52,Car
2012,SUBARU,SUBARU,impreza,35,67058,0.52,Car
2009,BMW,BMW,3,44,84350,0.52,Car
2011,NISSAN,NISSAN,rogue,72,0,0.52,MPV
2012,AUDI,AUDI,S4/S5,4,7710,0.52,Car
2013,MAZDA,MAZDA,cx-5,28,54087,0.52,MPV
2011,FORD MOTOR CO,FORD,FLEX,17,0,0.52,MPV
2006,SUBARU,SUBARU,forester,28,54405,0.51,Car
2010,VOLKSWAGEN,VOLKSWAGEN,tiguan,9,17505,0.51,MPV
2012,TOYOTA,TOYOTA,highlander,68,132822,0.51,MPV
2014,NISSAN,NISSAN,rogue,81,158256,0.51,MPV
2008,VOLVO,VOLVO,C30,3,5865,0.51,Car
2011,AUDI,AUDI,S4/S5,4,0,0.51,Car
2009,VOLKSWAGEN,VOLKSWAGEN,passat,16,31310,0.51,Car
2010,BMW,BMW,1,3,5890,0.51,Car
2011,PORSCHE,PORSCHE,911,3,0,0.51,Car
2012,TOYOTA,TOYOTA,tacoma pickup,65,127812,0.51,Truck
2013,SUBARU,SUBARU,outback,60,118349,0.51,MPV
2013,NISSAN,NISSAN,murano,18,35506,0.51,MPV
2010,HONDA,HONDA,insight,22,43523,0.51,Car
2014,FORD MOTOR CO,FORD,ESCAPE,187,370239,0.51,MPV
2008,AUDI,AUDI,TT,4,7925,0.50,Car
2014,TOYOTA,LEXUS,RX,28,55586,0.50,MPV
2010,TOYOTA,LEXUS,IS,21,41696,0.50,Car
2005,SAAB,SAAB,9-7x,1,1999,0.50,MPV
2014,MAZDA,MAZDA,cx-5,49,98354,0.50,MPV
2006,FORD MOTOR CO,MERCURY,MONTEREY VAN,2,4017,0.50,MPV
2004,HONDA,HONDA,odyssey van,66,132919,0.50,MPV
2014,SUBARU,SUBARU,impreza,34,68503,0.50,Car
2013,HONDA,HONDA,cr-z,2,4032,0.50,Car
2006,HONDA,HONDA,pilot,73,147629,0.49,MPV
2014,NISSAN,NISSAN,juke,16,32415,0.49,Car
2010,NISSAN,NISSAN,rogue,44,89165,0.49,MPV
2004,TOYOTA,TOYOTA,avalon,25,50663,0.49,Car
2010,TOYOTA,TOYOTA,RAV4,89,180634,0.49,MPV
2012,NISSAN,NISSAN,xterra,11,22343,0.49,MPV
2013,SUBARU,SUBARU,forester,21,42779,0.49,MPV
2009,GENERAL MOTORS,SATURN,SKY,2,4078,0.49,Car
2008,TOYOTA,TOYOTA,prius,84,171762,0.49,Car
2011,NISSAN,NISSAN,frontier pickup,23,0,0.49,Truck
2006,SAAB,SAAB,43711,11,22542,0.49,Car
2007,VOLVO,VOLVO,XC 90,15,30762,0.49,MPV
2012,TOYOTA,TOYOTA,sienna van,55,112906,0.49,MPV
2008,HYUNDAI,HYUNDAI,entourage van,4,8217,0.49,MPV
2011,SUBARU,SUBARU,impreza,24,0,0.49,Car
2013,HYUNDAI,HYUNDAI,veloster,25,51682,0.48,Car
2005,MAZDA,MAZDA,mx-5 miata,2,4135,0.48,MPV
2010,HONDA,HONDA,element,8,16560,0.48,MPV
2010,HONDA,ACURA,TSX,23,47770,0.48,Car
2010,TOYOTA,TOYOTA,avalon,7,14551,0.48,Car
2004,TOYOTA,TOYOTA,sienna van,106,220314,0.48,MPV
2007,GENERAL MOTORS,BUICK,RENDEZVOUS,14,29187,0.48,MPV
2009,FORD MOTOR CO,LINCOLN,MKZ,8,16676,0.48,Car
2012,SUBARU,SUBARU,tribeca,1,2085,0.48,MPV
2010,HYUNDAI,HYUNDAI,tucson,11,22950,0.48,MPV
2010,GENERAL MOTORS,CHEVROLET,COLORADO PICKUP,12,25073,0.48,Truck
2008,SUBARU,SUBARU,b9 tribeca,9,18805,0.48,MPV
2007,VOLKSWAGEN,VOLKSWAGEN,new beetle,13,27249,0.48,Car
2009,AUDI,AUDI,A6,2,4193,0.48,Car
2012,AUDI,AUDI,A4/A5,18,37744,0.48,Car
2009,GENERAL MOTORS,PONTIAC,SOLSTICE,2,4202,0.48,Car
2009,HONDA,HONDA,pilot,40,84089,0.48,MPV
2008,BMW,BMW,x3,10,21033,0.48,MPV
2008,MAZDA,MAZDA,rx-8,1,2106,0.47,Car
2012,HONDA,ACURA,MDX,24,50568,0.47,MPV
2014,PORSCHE,PORSCHE,911,5,10575,0.47,Car
2006,VOLVO,VOLVO,V 70,3,6355,0.47,Car
2012,HYUNDAI,HYUNDAI,tucson,27,57218,0.47,MPV
2007,HYUNDAI,HYUNDAI,veracruz,6,12726,0.47,MPV
2005,SUBARU,SUBARU,forester,24,50942,0.47,Car
2011,VOLVO,VOLVO,XC 90,5,0,0.47,MPV
2006,HONDA,HONDA,cr-v,70,149659,0.47,MPV
2014,TOYOTA,TOYOTA,highlander,38,81277,0.47,MPV
2004,NISSAN,INFINITI,I35,6,12840,0.47,Car
2014,TOYOTA,TOYOTA,sienna,59,126353,0.47,MPV
2010,VOLVO,VOLVO,V 50,1,2148,0.47,Car
2006,VOLVO,VOLVO,XC 70,6,12895,0.47,MPV
2010,FORD MOTOR CO,MERCURY,MARINER,14,30142,0.46,MPV
2009,GENERAL MOTORS,GMC,CANYON PICKUP,4,8614,0.46,Truck
2011,TOYOTA,TOYOTA,sienna van,87,0,0.46,MPV
2009,HONDA,ACURA,MDX,16,34540,0.46,MPV
2012,MAZDA,MAZDA,mx-5 miata,3,6501,0.46,Car
2012,BMW,BMW,m3,1,2170,0.46,Car
2010,SUBARU,SUBARU,legacy,16,34726,0.46,Car
2010,CHRYSLER,JEEP,WRANGLER,45,98149,0.46,MPV
2004,SUBARU,SUBARU,legacy/outback,28,61160,0.46,Car
2014,GENERAL MOTORS,CHEVROLET,EQUINOX,98,214114,0.46,MPV
2012,TOYOTA,LEXUS,RX,30,65554,0.46,MPV
2008,MERCEDES-BENZ,MERCEDES-BENZ,slk-class,2,4379,0.46,Car
2011,TOYOTA,TOYOTA,4runner,26,0,0.46,MPV
2004,VOLVO,VOLVO,V 70,7,15335,0.46,Car
2012,BMW,BMW,1,4,8770,0.46,Car
2005,FORD MOTOR CO,MERCURY,MONTEGO,13,28517,0.46,Car
2007,VOLVO,VOLVO,XC 70,6,13197,0.45,MPV
2004,GENERAL MOTORS,SATURN,VUE,42,92536,0.45,MPV
2007,HONDA,HONDA,cr-v,104,229378,0.45,MPV
2009,HYUNDAI,HYUNDAI,tucson,5,11032,0.45,MPV
2008,HONDA,ACURA,MDX,26,57380,0.45,MPV
2004,SUBARU,SUBARU,baja,1,2208,0.45,MPV
2012,CHRYSLER,JEEP,WRANGLER,64,141387,0.45,MPV
2007,PORSCHE,PORSCHE,boxster,2,4427,0.45,Car
2013,HONDA,ACURA,TL,11,24361,0.45,Car
2012,HONDA,ACURA,TL,24,53260,0.45,Car
2004,GENERAL MOTORS,SATURN,LW,1,2226,0.45,Car
2013,FORD MOTOR CO,FORD,C-MAX,25,55763,0.45,MPV
2004,GENERAL MOTORS,CHEVROLET,MALIBU MAXX,16,35760,0.45,Car
2012,HONDA,HONDA,insight,3,6723,0.45,Car
2012,FORD MOTOR CO,FORD,FLEX,9,20181,0.45,MPV
2007,TOYOTA,LEXUS,ES,54,121577,0.44,Car
2013,GENERAL MOTORS,CHEVROLET,EQUINOX,115,259361,0.44,MPV
2005,GENERAL MOTORS,PONTIAC,montana van,14,31583,0.44,MPV
2014,TOYOTA,TOYOTA,avalon,29,65552,0.44,Car
2010,BMW,MINI,COOPER,18,40706,0.44,Car
2010,VOLKSWAGEN,VOLKSWAGEN,golf/rabbit/gti,11,24911,0.44,Car
2010,TOYOTA,LEXUS,GS,3,6801,0.44,Car
2010,CHRYSLER,CHRYSLER,PT CRUISER,5,11358,0.44,MPV
2012,GENERAL MOTORS,GMC,TERRAIN,44,100103,0.44,MPV
2008,SUBARU,SUBARU,outback,28,63741,0.44,MPV
2009,VOLKSWAGEN,VOLKSWAGEN,new beetle,8,18284,0.44,Car
2008,VOLVO,VOLVO,S 80,5,11433,0.44,Car
2008,SAAB,SAAB,43711,8,18364,0.44,Car
2013,TOYOTA,TOYOTA,highlander,74,170215,0.43,MPV
2011,TOYOTA,TOYOTA,highlander,38,0,0.43,MPV
2007,SUBARU,SUBARU,forester,19,43985,0.43,Car
2014,KIA,KIA,sedona,6,13917,0.43,MPV
2014,BMW,BMW,z4,1,2327,0.43,Car
2013,VOLVO,VOLVO,C30,1,2331,0.43,Car
2009,MAZDA,MAZDA,tribute,2,4670,0.43,MPV
2014,TOYOTA,LEXUS,CT,5,11749,0.43,Car
2011,TOYOTA,TOYOTA,venza,18,0,0.43,MPV
2004,HONDA,HONDA,cr-v,65,153562,0.42,MPV
2013,MERCEDES-BENZ,MERCEDES-BENZ,smart fortwo,6,14179,0.42,Car
2010,MAZDA,MAZDA,mx-5 miata,3,7090,0.42,Car
2010,TOYOTA,LEXUS,ES,23,54389,0.42,Car
2012,SUBARU,SUBARU,forester,27,64142,0.42,MPV
2014,TOYOTA,LEXUS,LS,4,9512,0.42,Car
2004,TOYOTA,TOYOTA,prius,20,47970,0.42,Car
2008,MITSUBISHI,MITSUBISHI,outlander,6,14445,0.42,MPV
2013,AUDI,AUDI,A6,8,19268,0.42,Car
2011,SUBARU,SUBARU,legacy,21,0,0.41,Car
2013,TOYOTA,LEXUS,RX,56,136263,0.41,MPV
2009,BMW,BMW,5,9,21963,0.41,Car
2013,HYUNDAI,HYUNDAI,santa fe,45,110159,0.41,MPV
2014,BMW,MINI,COOPER,19,46626,0.41,Car
2011,HYUNDAI,HYUNDAI,tucson,32,0,0.41,MPV
2009,HONDA,HONDA,odyssey van,30,73777,0.41,MPV
2011,FORD MOTOR CO,LINCOLN,MKX,11,0,0.41,MPV
2006,GENERAL MOTORS,SATURN,RELAY,2,4935,0.41,MPV
2012,TOYOTA,TOYOTA,fj cruiser,6,14852,0.40,MPV
2012,MERCEDES-BENZ,MERCEDES-BENZ,slk-class,2,4953,0.40,Car
2014,SUBARU,SUBARU,legacy,14,34682,0.40,Car
2010,HONDA,ACURA,3.2 TL,15,37466,0.40,Car
2012,MERCEDES-BENZ,MERCEDES-BENZ,smart fortwo,2,5035,0.40,Car
2012,VOLKSWAGEN,VOLKSWAGEN,golf,10,25207,0.40,Car
2012,NISSAN,NISSAN,murano,23,58188,0.40,MPV
2012,GENERAL MOTORS,CHEVROLET,EQUINOX,87,220965,0.39,MPV
2014,HONDA,ACURA,RDX,17,43179,0.39,MPV
2009,BMW,BMW,1,4,10189,0.39,Car
2012,VOLKSWAGEN,VOLKSWAGEN,beetle,12,30622,0.39,Car
2013,MASERATI,MASERATI,granturismo,1,2553,0.39,Car
2006,HONDA,HONDA,odyssey van,75,192364,0.39,MPV
2007,BMW,MINI,COOPER,15,38511,0.39,Car
2006,HONDA,ACURA,MDX,20,51380,0.39,Car
2014,MASERATI,MASERATI,ghibli,3,7720,0.39,Car
2011,MITSUBISHI,MITSUBISHI,lancer,11,0,0.39,Car
2007,JAGUAR,JAGUAR,s-type,1,2582,0.39,Car
2014,FORD MOTOR CO,FORD,C-MAX,8,20667,0.39,MPV
2014,NISSAN,NISSAN,leaf,4,10339,0.39,Car
2011,HONDA,HONDA,pilot,63,0,0.38,MPV
2009,FORD MOTOR CO,FORD,RANGER PICKUP,19,49466,0.38,Truck
2009,SUBARU,SUBARU,forester,34,88771,0.38,MPV
2005,TOYOTA,TOYOTA,prius,46,121020,0.38,Car
2014,TOYOTA,LEXUS,ES,27,71126,0.38,Car
2009,PORSCHE,PORSCHE,911,3,7929,0.38,Car
2011,NISSAN,NISSAN,juke,16,0,0.38,Car
2009,FORD MOTOR CO,MERCURY,MILAN,7,18556,0.38,Car
2010,FORD MOTOR CO,FORD,RANGER PICKUP,22,58434,0.38,Truck
2014,TOYOTA,TOYOTA,prius,69,184189,0.37,Car
2014,SUBARU,SUBARU,outback,46,122958,0.37,MPV
2010,NISSAN,NISSAN,murano,22,58921,0.37,MPV
2011,NISSAN,NISSAN,murano,21,0,0.37,MPV
2010,AUDI,AUDI,Q5,7,18853,0.37,MPV
2011,HYUNDAI,HYUNDAI,azera,1,0,0.37,Car
2004,HONDA,HONDA,pilot,50,135591,0.37,MPV
2013,BENTLEY MOTORS,BENTLEY MOTORS,CONTINENTAL,1,2713,0.37,Car
2009,BMW,BMW,x3,2,5448,0.37,MPV
2004,VOLVO,VOLVO,XC 70,9,24528,0.37,MPV
2014,MAZDA,MAZDA,cx-9,7,19109,0.37,MPV
2013,HONDA,HONDA,cr-v,102,278583,0.37,MPV
2014,SUBARU,SUBARU,forester,53,145636,0.36,MPV
2012,TOYOTA,TOYOTA,RAV4,62,170414,0.36,MPV
2011,FORD MOTOR CO,LINCOLN,MKZ,9,0,0.36,Car
2011,TOYOTA,TOYOTA,fj cruiser,4,0,0.36,MPV
2005,SUBARU,SUBARU,outback,29,79980,0.36,MPV
2011,HONDA,ACURA,TSX,8,0,0.36,Car
2009,HONDA,HONDA,element,4,11114,0.36,MPV
2008,HONDA,HONDA,cr-v,82,228315,0.36,MPV
2014,TOYOTA,TOYOTA,RAV4,71,199173,0.36,MPV
2011,GENERAL MOTORS,CHEVROLET,EQUINOX,67,0,0.36,MPV
2014,GENERAL MOTORS,CADILLAC,CTS,14,39484,0.35,Car
2012,AUDI,AUDI,Q5,12,33880,0.35,Car
2005,JAGUAR,JAGUAR,x-type,4,11299,0.35,Car
2004,BMW,MINI,COOPER,11,31126,0.35,Car
2012,HYUNDAI,HYUNDAI,equus,1,2848,0.35,Car
2010,SUBARU,SUBARU,outback,25,71253,0.35,MPV
2004,SUBARU,SUBARU,forester,22,62733,0.35,Car
2011,BMW,MINI,COOPER,17,0,0.35,Car
2013,JAGUAR LAND ROVER,LAND ROVER,EVOQUE,5,14367,0.35,MPV
2014,NISSAN,NISSAN,nv 200 taxi,4,11577,0.35,MPV
2013,BMW,BMW,1,3,8704,0.34,Car
2011,FORD MOTOR CO,FORD,RANGER PICKUP,34,0,0.34,Truck
2014,SUBARU,SUBARU,xv crosstrek,30,87381,0.34,MPV
2012,NISSAN,NISSAN,juke,13,37933,0.34,Car
2011,MITSUBISHI,MITSUBISHI,outlander,12,0,0.34,MPV
2012,JAGUAR LAND ROVER,LAND ROVER,LR2,1,2921,0.34,MPV
2012,BMW,MINI,COOPER,24,70328,0.34,Car
2010,VOLVO,VOLVO,S 80,3,8805,0.34,Car
2004,AUDI,AUDI,TT,2,5889,0.34,Car
2008,TOYOTA,LEXUS,ES,27,79585,0.34,Car
2011,VOLVO,VOLVO,S 60,1,0,0.34,Car
2004,SAAB,SAAB,43711,10,29534,0.34,Car
2005,GENERAL MOTORS,SATURN,RELAY,6,17794,0.34,MPV
2012,TOYOTA,LEXUS,ES,11,32739,0.34,Car
2009,MITSUBISHI,MITSUBISHI,outlander,4,11904,0.34,MPV
2014,GENERAL MOTORS,BUICK,ENCORE,18,53672,0.34,MPV
2007,TOYOTA,TOYOTA,prius,53,158715,0.33,Car
2010,BMW,BMW,5,12,35988,0.33,Car
2012,NISSAN,NISSAN,cube,2,6021,0.33,Car
2011,VOLVO,VOLVO,XC 60,4,0,0.33,MPV
2006,BMW,MINI,COOPER,17,51271,0.33,Car
2013,TOYOTA,TOYOTA,fj cruiser,4,12066,0.33,MPV
2010,SUBARU,SUBARU,forester,37,111861,0.33,MPV
2013,GENERAL MOTORS,CHEVROLET,VOLT,9,27484,0.33,Car
2009,TOYOTA,TOYOTA,prius,27,82659,0.33,Car
2012,AUDI,AUDI,A6,6,18374,0.33,Car
2005,SAAB,SAAB,43713,2,6137,0.33,Car
2013,BMW,MINI,COOPER,24,73871,0.32,Car
2010,TOYOTA,LEXUS,RX,49,152431,0.32,MPV
2014,HONDA,ACURA,MDX,22,68547,0.32,MPV
2014,GENERAL MOTORS,CHEVROLET,VOLT,7,21840,0.32,Car
2010,HONDA,HONDA,cr-v,64,200327,0.32,MPV
2011,FORD MOTOR CO,MERCURY,MILAN,2,0,0.32,Car
2013,TOYOTA,TOYOTA,RAV4,71,224601,0.32,MPV
2012,SUZUKI,SUZUKI,kizashi,2,6331,0.32,Car
2011,VOLKSWAGEN,VOLKSWAGEN,golf/rabbit/gti,10,0,0.32,Car
2007,SAAB,SAAB,43711,7,22401,0.31,Car
2011,NISSAN,NISSAN,quest van,5,0,0.31,MPV
2011,MAZDA,MAZDA,tribute,1,0,0.31,MPV
2011,HONDA,HONDA,fit,13,0,0.31,Car
2013,HONDA,HONDA,fit,25,80291,0.31,Car
2010,TOYOTA,TOYOTA,prius,78,250553,0.31,Car
2012,VOLVO,VOLVO,XC 60,5,16144,0.31,MPV
2014,AUDI,AUDI,A6,7,22620,0.31,Car
2014,JAGUAR LAND ROVER,JAGUAR,XF,1,3239,0.31,Car
2012,TOYOTA,SCION,IQ,3,9744,0.31,Car
2007,HONDA,HONDA,odyssey van,64,208166,0.31,MPV
2010,VOLVO,VOLVO,XC 90,3,9846,0.30,MPV
2012,TOYOTA,TOYOTA,prius,67,220571,0.30,Car
2009,TOYOTA,LEXUS,ES,13,42833,0.30,Car
2010,VOLKSWAGEN,VOLKSWAGEN,passat,4,13204,0.30,Car
2011,HYUNDAI,HYUNDAI,equus,1,0,0.30,Car
2011,TOYOTA,TOYOTA,avalon,17,0,0.30,Car
2014,HONDA,HONDA,cr-v,115,383890,0.30,MPV
2014,BMW,BMW,x1,8,26766,0.30,Car
2012,SUBARU,SUBARU,outback wagon,29,97633,0.30,MPV
2013,TOYOTA,SCION,XD,3,10112,0.30,Car
2012,HONDA,HONDA,cr-v,68,230293,0.30,MPV
2014,TOYOTA,SCION,XB,5,16975,0.29,Car
2008,KIA,KIA,amanti,1,3398,0.29,Car
2013,TOYOTA,SCION,XB,5,17136,0.29,Car
2013,HONDA,HONDA,insight,2,6882,0.29,Car
2009,JAGUAR LAND ROVER,LAND ROVER,LR2,1,3443,0.29,MPV
2005,VOLVO,VOLVO,V 50,2,6909,0.29,Car
2007,FORD MOTOR CO,MERCURY,MARINER,6,20842,0.29,MPV
2004,GENERAL MOTORS,OLDSMOBILE,BRAVADA,1,3475,0.29,MPV
2011,SUBARU,SUBARU,outback,37,0,0.29,MPV
2014,MAZDA,MAZDA,mx-5 miata,1,3491,0.29,Car
2011,MERCEDES-BENZ,MERCEDES-BENZ,smart fortwo,1,0,0.28,Car
2014,TOYOTA,TOYOTA,fj cruiser,5,17726,0.28,MPV
2013,BMW,BMW,m3,1,3560,0.28,Car
2012,TOYOTA,LEXUS,CT,6,21668,0.28,Car
2009,BMW,BMW,z4/m,1,3637,0.28,Car
2011,HONDA,HONDA,cr-v,70,0,0.27,MPV
2013,TOYOTA,LEXUS,LS,3,10967,0.27,Car
2011,NISSAN,NISSAN,xterra,6,0,0.27,MPV
2013,TOYOTA,TOYOTA,prius,64,236411,0.27,Car
2008,BMW,MINI,COOPER,11,40950,0.27,Car
2012,NISSAN,INFINITI,EX35,1,3734,0.27,Car
2010,GENERAL MOTORS,GMC,TERRAIN,13,48605,0.27,MPV
2010,SUZUKI,VITARA,GRAND VITARA,2,7498,0.27,MPV
2006,SUBARU,SUBARU,baja,2,7498,0.27,MPV
2012,GENERAL MOTORS,CADILLAC,SRX,18,67705,0.27,MPV
2013,NISSAN,NISSAN,juke,13,49105,0.26,Car
2010,HONDA,HONDA,odyssey van,30,113418,0.26,MPV
2011,GENERAL MOTORS,GMC,TERRAIN,22,0,0.26,MPV
2008,NISSAN,INFINITI,EX35,4,15202,0.26,Car
2013,NISSAN,NISSAN,quest van,3,11559,0.26,MPV
2011,BMW,BMW,x3,6,0,0.26,MPV
2009,TOYOTA,TOYOTA,venza,15,58897,0.25,MPV
2010,MITSUBISHI,MITSUBISHI,outlander,4,15936,0.25,MPV
2009,HONDA,HONDA,fit,21,83765,0.25,Car
2008,MAZDA,MAZDA,mx-5 miata,4,16044,0.25,Car
2010,PORSCHE,PORSCHE,911,1,4030,0.25,Car
2009,SUBARU,SUBARU,outback,9,36410,0.25,MPV
2012,GENERAL MOTORS,BUICK,VERANO,8,32639,0.25,Car
2011,HONDA,HONDA,odyssey van,25,0,0.24,MPV
2006,MAZDA,MAZDA,b series pickup,1,4229,0.24,Truck
2013,BMW,BMW,x1,4,16976,0.24,Car
2011,TOYOTA,LEXUS,RX,18,0,0.24,MPV
2006,GENERAL MOTORS,BUICK,TERRAZA VAN,3,12767,0.24,MPV
2008,VOLVO,VOLVO,XC 70,3,12793,0.23,MPV
2012,HYUNDAI,HYUNDAI,veracruz,2,8560,0.23,MPV
2013,TOYOTA,LEXUS,ES,21,90063,0.23,Car
2009,HONDA,HONDA,cr-v,40,171943,0.23,MPV
2013,TOYOTA,LEXUS,CT,4,17423,0.23,Car
2013,VOLVO,VOLVO,C 70,1,4380,0.23,Car
2011,TOYOTA,LEXUS,ES,10,0,0.23,Car
2009,FORD MOTOR CO,FORD,crown victoria,8,36101,0.22,Car
2010,TOYOTA,LEXUS,HS,4,18091,0.22,Car
2009,SAAB,SAAB,43711,1,4593,0.22,Car
2010,FORD MOTOR CO,FORD,TRANSIT CONNECT VAN,8,36886,0.22,MPV
2012,HONDA,HONDA,fit,11,50757,0.22,Car
2011,FORD MOTOR CO,FORD,TRANSIT CONNECT VAN,6,0,0.21,MPV
2010,HONDA,ACURA,RDX,3,14117,0.21,MPV
2014,HONDA,HONDA,crosstour,2,9411,0.21,MPV
2009,NISSAN,NISSAN,cube,6,28243,0.21,Car
2010,NISSAN,INFINITI,EX35,2,9536,0.21,Car
2013,VOLKSWAGEN,VOLKSWAGEN,eos,1,4775,0.21,Car
2010,GENERAL MOTORS,CHEVROLET,EQUINOX,29,139654,0.21,MPV
2008,HONDA,HONDA,odyssey van,28,135622,0.21,MPV
2009,KIA,KIA,borrego,3,14714,0.20,MPV
2011,TOYOTA,LEXUS,LS,2,0,0.20,Car
2014,MERCEDES-BENZ,MERCEDES-BENZ,slk-class,1,4942,0.20,Car
2014,AUDI,AUDI,ALLROAD,1,4960,0.20,MPV
2004,SAAB,SAAB,43713,2,10101,0.20,Car
2010,SAAB,SAAB,43711,1,5090,0.20,Car
2011,TOYOTA,LEXUS,CT,2,0,0.20,Car
2009,MERCEDES-BENZ,MERCEDES-BENZ,clk-class,3,15654,0.19,Car
2008,MERCEDES-BENZ,MERCEDES-BENZ,smart fortwo,4,21627,0.19,Car
2011,MAZDA,MAZDA,mx-5 miata,1,0,0.18,Car
2013,HONDA,ACURA,RDX,8,44480,0.18,MPV
2012,VOLKSWAGEN,VOLKSWAGEN,eos,2,11140,0.18,Car
2007,VOLVO,VOLVO,C 70,1,5612,0.18,Car
2013,GENERAL MOTORS,BUICK,ENCORE,5,28615,0.17,MPV
2010,VOLVO,VOLVO,XC 60,3,17202,0.17,MPV
2010,VOLKSWAGEN,VOLKSWAGEN,eos,1,5762,0.17,Car
2010,MAZDA,MAZDA,cx-7,7,40443,0.17,MPV
2010,HONDA,HONDA,fit,12,69465,0.17,Car
2008,GENERAL MOTORS,SATURN,ASTRA,3,17912,0.17,Car
2014,FORD MOTOR CO,FORD,TRANSIT CONNECT,6,36239,0.17,MPV
2011,TOYOTA,TOYOTA,prius,22,0,0.16,Car
2011,NISSAN,INFINITI,EX35,1,0,0.16,Car
2012,FORD MOTOR CO,FORD,TRANSIT CONNECT VAN,7,43125,0.16,MPV
2006,DAIMLERCHRYSLER,CHRYSLER,CROSSFIRE,1,6186,0.16,Car
2006,TOYOTA,TOYOTA,prius,14,87310,0.16,Car
2008,CHRYSLER,DODGE,CHALLENGER,1,6411,0.16,Car
2010,BMW,BMW,x3,1,6566,0.15,MPV
2006,MERCEDES-BENZ,MERCEDES-BENZ,170 (slk-class),2,13475,0.15,Car
2011,SUBARU,SUBARU,forester,11,0,0.15,MPV
2009,SUBARU,SUBARU,b9 tribeca,1,6806,0.15,MPV
2013,FORD MOTOR CO,FORD,TRANSIT CONNECT,7,49064,0.14,MPV
2014,CHRYSLER,JEEP,WRANGLER,24,172362,0.14,MPV
2004,GENERAL MOTORS,BUICK,RAINIER,4,28987,0.14,MPV
2012,HYUNDAI,HYUNDAI,azera,1,7745,0.13,Car
2009,BMW,MINI,COOPER,6,51935,0.12,Car
2014,TESLA,TESLA,model s,2,17791,0.11,Car
2012,GENERAL MOTORS,CHEVROLET,VOLT,2,18355,0.11,Car
2005,GENERAL MOTORS,BUICK,TERRAZA VAN,2,19848,0.10,MPV
2007,TOYOTA,LEXUS,SC,8,80617,0.10,Car
2004,FORD MOTOR CO,MERCURY,MONTEREY,2,20632,0.10,Car
2011,HYUNDAI,HYUNDAI,veracruz,1,0,0.09,MPV
2006,SUBARU,SUBARU,outback,5,57806,0.09,MPV
2008,BMW,BMW,1,1,11887,0.08,Car
2009,FORD MOTOR CO,MERCURY,MARINER,2,25682,0.08,MPV
2013,HYUNDAI,HYUNDAI,azera,1,13556,0.07,Car
2010,MAZDA,MAZDA,cx-9,1,15464,0.06,MPV
2013,NISSAN,NISSAN,leaf,1,26167,0.04,Car
2014,MITSUBISHI,MITSUBISHI,outlander,49,47568,0.02,MPV
2014,FORD MOTOR CO,FORD,explorer,0,4331,0.00,MPV
2013,AUDI,AUDI,TT,0,2192,0.00,Car
2005,MASERATI,MASERATI,quattroporte,0,1311,0.00,Car
2004,LOTUS,LOTUS,esprit,0,39,0.00,Car
2004,LAMBORGHINI,LAMBORGHINI,l-140/141,0,697,0.00,Car
2005,FERRARI,FERRARI,maranello/f1,0,235,0.00,Car
2013,TOYOTA,SCION,FR-S,0,31458,0.00,Car
2008,LAMBORGHINI,LAMBORGHINI,gallardo,0,792,0.00,Car
2008,LOTUS,LOTUS,exige,0,123,0.00,Car
2008,MERCEDES-BENZ,MERCEDES-BENZ,maybach 62,0,67,0.00,Car
2010,ROLLS ROYCE,ROLLS ROYCE,phantom,0,281,0.00,Car
2012,SUZUKI,SUZUKI,equator pickup,0,2392,0.00,Truck
2013,VOLVO,VOLVO,XC 70,0,4962,0.00,MPV
2014,MERCEDES-BENZ,MERCEDES-BENZ,cl-class,0,298,0.00,Car
2010,SAAB,SAAB,43713,0,644,0.00,Car
2012,PORSCHE,PORSCHE,boxster,0,754,0.00,Car
2008,AUDI,AUDI,RS4,0,1172,0.00,Car
2012,NISSAN,NISSAN,gt-r,0,1228,0.00,Car
2014,BUGATTI,BUGATTI,VEYRON,0,7,0.00,Car
2010,ROLLS ROYCE,ROLLS ROYCE,ghost,0,604,0.00,Car
2004,HONDA,HONDA,insight,0,543,0.00,Car
2012,ASTON MARTIN,ASTON MARTIN,v8 Vantage,0,306,0.00,Car
2012,MCLAREN,MCLAREN,mp4-12c,0,697,0.00,Car
2014,BYD MOTORS,BYD MOTORS,E6,0,50,0.00,Car
2008,JAGUAR LAND ROVER,JAGUAR,xjr,0,114,0.00,Car
2010,AUDI,AUDI,S6,0,140,0.00,Car
